,0,1,2,3,4,5,6,7
0,1,1,1,4,4,10,7,7
1,2,1,4,4,10,10,7,7
2,2,3,3,5,10,8,8,6
3,2,3,5,5,5,8,8,6
4,2,3,9,9,9,9,6,6
