,0,1,2,3,4,5,6,7
0,1,3,3,3,3,9,7,7
1,1,4,4,4,9,9,9,7
2,1,1,4,5,5,8,8,7
3,2,2,5,5,8,8,6,6
4,2,2,10,10,10,10,6,6
