,0,1,2,3,4,5,6,7
0,1,3,3,3,8,8,8,8
1,1,1,3,9,9,9,9,7
2,2,1,5,5,5,7,7,7
3,2,4,4,5,10,10,6,6
4,2,2,4,4,10,10,6,6
