,0,1,2,3,4,5,6,7
0,1,1,1,5,5,7,7,7
1,1,3,3,5,5,7,9,6
2,2,3,3,10,10,9,9,6
3,2,2,4,4,10,10,9,6
4,2,4,4,8,8,8,8,6
