,0,1,2,3,4,5,6,7
0,1,1,1,5,9,9,8,8
1,2,1,5,5,5,9,9,8
2,2,3,3,3,3,7,7,8
3,2,4,4,10,10,6,7,7
4,2,4,4,10,10,6,6,6
