,0,1,2,3,4,5,6,7
0,1,1,4,4,4,7,7,7
1,1,1,5,4,10,10,7,6
2,2,2,5,5,9,10,10,6
3,2,2,3,5,9,9,9,6
4,3,3,3,8,8,8,8,6
