,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,8,7
1,2,3,3,10,10,8,8,7
2,2,3,5,5,5,8,7,7
3,2,3,4,5,9,9,6,6
4,2,4,4,4,9,9,6,6
