,0,1,2,3,4,5,6,7
0,1,3,4,4,4,8,8,7
1,1,3,3,4,10,10,8,7
2,1,1,3,5,10,10,8,7
3,2,2,5,5,5,6,6,7
4,2,2,9,9,9,9,6,6
