,0,1,2,3,4,5,6,7
0,1,3,3,4,4,7,7,7
1,1,3,4,4,9,9,7,6
2,1,3,5,5,5,9,9,6
3,1,2,5,10,10,8,8,6
4,2,2,2,10,10,8,8,6
