,0,1,2,3,4,5,6,7
0,1,1,5,5,5,10,8,8
1,1,1,3,5,10,10,8,8
2,2,3,3,3,10,7,7,7
3,2,4,4,9,9,9,9,7
4,2,2,4,4,6,6,6,6
