,0,1,2,3,4,5,6,7
0,1,1,4,9,9,9,9,8
1,1,1,4,4,10,10,8,8
2,2,2,4,10,10,7,7,8
3,2,2,5,5,5,6,7,7
4,3,3,3,3,5,6,6,6
