,0,1,2,3,4,5,6,7
0,1,3,3,3,3,7,7,7
1,1,1,4,4,10,7,9,6
2,1,4,4,10,10,9,9,6
3,2,2,5,5,10,9,8,6
4,2,2,5,5,8,8,8,6
