,0,1,2,3,4,5,6,7
0,1,3,4,4,4,9,9,9
1,1,3,3,4,10,10,8,9
2,1,1,3,10,10,8,8,8
3,2,2,5,5,7,7,7,7
4,2,2,5,5,6,6,6,6
