,0,1,2,3,4,5,6,7
0,1,1,5,5,5,5,8,8
1,2,1,1,10,10,10,8,8
2,2,3,3,3,10,7,7,7
3,2,4,4,3,9,9,6,7
4,2,4,4,9,9,6,6,6
