,0,1,2,3,4,5,6,7
0,1,1,1,5,5,9,9,7
1,2,1,3,5,5,9,9,7
2,2,3,3,10,8,8,8,7
3,2,3,4,10,10,6,8,7
4,2,4,4,4,10,6,6,6
