,0,1,2,3,4,5,6,7
0,1,1,1,1,8,8,8,8
1,2,2,2,10,10,10,7,7
2,3,2,5,5,10,9,7,7
3,3,4,4,5,5,9,6,6
4,3,3,4,4,9,9,6,6
