,0,1,2,3,4,5,6,7
0,1,1,1,5,10,10,7,7
1,1,3,5,5,10,10,7,6
2,2,3,3,5,9,9,7,6
3,2,2,3,9,9,8,8,6
4,2,4,4,4,4,8,8,6
