,0,1,2,3,4,5,6,7
0,1,4,4,4,4,8,8,8
1,1,1,1,10,10,10,7,8
2,2,2,5,5,10,9,7,7
3,2,2,5,5,9,9,6,7
4,3,3,3,3,9,6,6,6
