,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,8,8
1,2,2,2,5,5,10,8,8
2,2,3,5,5,9,10,7,7
3,3,3,4,9,9,9,7,7
4,3,4,4,4,6,6,6,6
