,0,1,2,3,4,5,6,7
0,1,1,4,5,5,8,8,8
1,1,1,4,10,5,5,8,7
2,2,2,4,10,10,10,7,7
3,2,2,4,9,9,9,7,6
4,3,3,3,3,9,6,6,6
