,0,1,2,3,4,5,6,7
0,1,3,3,3,3,10,7,7
1,1,4,4,4,10,10,7,7
2,1,1,4,5,10,8,6,6
3,2,2,5,5,5,8,8,6
4,2,2,9,9,9,9,8,6
