,0,1,2,3,4,5,6,7
0,1,1,1,1,8,8,8,8
1,2,2,4,4,4,9,7,7
2,2,2,4,5,9,9,9,7
3,3,3,5,5,10,10,6,7
4,3,3,5,10,10,6,6,6
