,0,1,2,3,4,5,6,7
0,1,1,4,4,4,4,7,7
1,1,1,5,5,10,7,7,6
2,2,2,5,5,10,10,8,6
3,3,2,2,9,10,8,8,6
4,3,3,3,9,9,9,8,6
