,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,7,7
1,2,2,2,2,10,10,7,7
2,3,3,3,9,9,9,8,6
3,4,3,5,5,9,8,8,6
4,4,4,4,5,5,8,6,6
