,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,8,8
1,2,2,2,10,10,9,8,8
2,3,2,5,5,5,9,7,7
3,3,4,4,5,9,9,7,7
4,3,3,4,4,6,6,6,6
