,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,8,8
1,2,4,5,5,10,10,8,8
2,2,4,4,5,5,7,7,7
3,2,2,4,9,9,9,7,6
4,3,3,3,3,9,6,6,6
