,0,1,2,3,4,5,6,7
0,1,1,3,10,10,10,7,7
1,1,3,3,3,10,7,7,6
2,1,4,4,4,4,9,9,6
3,2,2,5,5,9,9,8,6
4,2,2,5,5,8,8,8,6
