,0,1,2,3,4,5,6,7
0,1,3,3,3,3,10,8,8
1,1,1,4,4,10,10,8,7
2,1,4,4,9,9,10,8,7
3,2,2,5,5,9,9,7,7
4,2,2,5,5,6,6,6,6
