,0,1,2,3,4,5,6,7
0,1,3,3,3,3,8,7,7
1,1,1,5,5,5,8,8,7
2,2,1,4,5,10,10,8,7
3,2,4,4,4,10,10,6,6
4,2,2,9,9,9,9,6,6
