,0,1,2,3,4,5,6,7
0,1,1,4,4,8,8,8,8
1,1,1,5,4,4,9,7,7
2,2,2,5,5,10,9,9,7
3,2,2,5,10,10,6,9,7
4,3,3,3,3,10,6,6,6
