,0,1,2,3,4,5,6,7
0,1,1,5,10,10,10,8,8
1,2,1,5,5,10,9,8,8
2,2,1,3,5,9,9,7,7
3,2,3,3,3,9,6,7,7
4,2,4,4,4,4,6,6,6
