,0,1,2,3,4,5,6,7
0,1,1,4,4,8,8,8,8
1,1,1,3,4,4,7,7,7
2,2,3,3,5,9,9,9,7
3,2,3,5,5,5,9,6,6
4,2,2,10,10,10,10,6,6
