,0,1,2,3,4,5,6,7
0,1,3,3,3,3,8,8,7
1,1,1,5,10,10,8,8,7
2,2,1,5,5,10,10,7,7
3,2,2,5,9,9,9,6,6
4,2,4,4,4,4,9,6,6
