,0,1,2,3,4,5,6,7
0,1,1,1,1,5,9,9,7
1,2,2,4,5,5,9,7,7
2,2,2,4,10,5,9,7,6
3,3,3,4,10,10,8,8,6
4,3,3,4,10,8,8,6,6
