,0,1,2,3,4,5,6,7
0,1,1,1,1,10,10,7,7
1,2,2,2,5,10,10,8,7
2,3,2,5,5,5,8,8,7
3,3,3,3,9,9,8,6,6
4,4,4,4,4,9,9,6,6
