,0,1,2,3,4,5,6,7
0,1,1,4,4,7,7,7,7
1,1,1,4,4,9,9,9,6
2,2,2,2,5,5,8,9,6
3,2,3,5,5,10,8,8,6
4,3,3,3,10,10,10,8,6
