,0,1,2,3,4,5,6,7
0,1,1,4,4,8,8,8,8
1,2,1,4,4,9,9,9,7
2,2,1,5,5,5,9,7,7
3,2,3,3,5,10,10,7,6
4,2,3,3,10,10,6,6,6
