,0,1,2,3,4,5,6,7,8,9
0,1,3,3,3,6,6,8,8,8,8
1,1,3,4,3,12,6,10,10,8,7
2,1,4,4,4,12,6,6,10,10,7
3,1,1,4,5,12,12,12,9,10,7
4,2,2,2,5,11,11,9,9,9,7
5,2,2,5,5,5,11,11,11,9,7
