,0,1,2,3,4,5,6,7,8,9
0,1,1,1,5,5,10,10,10,10,10
1,1,1,4,4,5,5,9,9,9,9
2,2,2,4,6,5,12,9,8,8,8
3,2,4,4,6,12,12,12,11,8,7
4,2,2,3,6,6,12,11,11,8,7
5,3,3,3,3,6,11,11,7,7,7
