,0,1,2,3,4,5,6,7,8,9
0,1,3,3,3,5,10,10,10,8,8
1,1,3,4,5,5,5,9,10,10,8
2,1,3,4,4,5,12,9,9,9,8
3,1,2,4,6,6,12,12,11,9,8
4,1,2,4,6,12,12,11,11,7,7
5,2,2,2,6,6,11,11,7,7,7
