,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,1,12,10,8,8,8
1,2,2,2,6,6,12,10,10,10,8
2,2,3,2,5,6,12,12,10,9,8
3,3,3,3,5,6,6,12,9,9,7
4,4,3,5,5,5,11,9,9,7,7
5,4,4,4,4,11,11,11,11,7,7
