,0,1,2,3,4,5,6,7,8,9
0,1,4,4,4,4,12,10,10,10,8
1,1,1,1,5,4,12,12,10,10,8
2,2,2,1,5,12,12,9,9,9,8
3,2,5,5,5,6,9,9,11,7,8
4,2,2,3,6,6,6,11,11,7,8
5,3,3,3,3,6,11,11,7,7,7
