,0,1,2,3,4,5,6,7,8,9
0,1,1,4,4,12,12,12,12,8,8
1,1,4,4,4,5,12,11,8,8,7
2,1,2,2,5,5,11,11,11,8,7
3,1,2,5,5,6,10,11,10,9,7
4,2,2,3,3,6,10,10,10,9,7
5,3,3,3,6,6,6,9,9,9,7
