,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,5,10,10,10,10,10
1,2,2,1,5,5,5,9,9,9,9
2,3,2,2,2,5,12,9,8,8,8
3,3,3,3,6,6,12,12,11,7,8
4,4,4,3,6,12,12,11,11,7,8
5,4,4,4,6,6,11,11,7,7,7
