,0,1,2,3,4,5,6,7,8,9
0,1,4,4,4,4,11,11,11,9,9
1,1,1,1,4,12,12,12,11,11,9
2,2,1,5,5,5,12,10,8,9,9
3,2,2,5,5,6,12,10,8,8,8
4,3,2,2,6,6,6,10,10,10,8
5,3,3,3,3,6,7,7,7,7,7
