,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,11,11,11,11,11,8
1,1,2,2,2,5,5,10,8,8,8
2,2,2,4,5,5,12,10,10,10,8
3,3,3,4,5,12,12,12,10,9,7
4,3,4,4,6,6,12,9,9,9,7
5,3,3,4,6,6,6,9,7,7,7
