,0,1,2,3,4,5,6,7,8,9
0,1,3,3,3,3,3,11,9,9,9
1,1,1,1,6,6,11,11,11,8,9
2,2,2,1,6,6,6,12,11,8,9
3,2,4,4,5,12,12,12,7,8,8
4,2,4,5,5,5,10,12,7,7,8
5,2,4,4,5,10,10,10,10,7,7
