,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,1,11,9,9,9,9
1,2,2,2,6,6,11,11,11,9,8
2,3,3,2,2,6,11,10,8,8,8
3,3,4,4,5,6,6,10,10,8,7
4,3,4,5,5,5,12,12,10,10,7
5,3,4,4,5,12,12,12,7,7,7
