,0,1,2,3,4,5,6,7,8,9
0,1,1,5,5,5,9,9,9,9,9
1,1,3,3,5,5,12,12,8,8,8
2,1,2,3,3,12,12,11,11,11,8
3,1,2,4,3,6,12,11,7,11,8
4,2,2,4,6,6,6,10,7,7,7
5,2,4,4,4,6,10,10,10,10,7
