,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,1,10,10,9,9,9
1,2,2,5,5,5,11,10,10,10,9
2,3,2,2,5,11,11,11,11,8,9
3,3,4,2,5,6,6,12,8,8,8
4,3,4,4,4,6,12,12,7,8,7
5,3,3,4,6,6,12,12,7,7,7
