,0,1,2,3,4,5,6,7,8,9
0,1,1,4,4,4,12,10,10,10,8
1,1,4,4,5,12,12,12,10,10,8
2,1,2,5,5,5,12,9,9,8,8
3,1,2,5,6,11,11,11,9,9,8
4,2,2,2,6,6,6,11,7,9,7
5,3,3,3,3,3,6,11,7,7,7
