,0,1,2,3,4,5,6,7,8,9
0,1,1,5,5,5,5,11,11,9,9
1,2,1,1,6,5,11,11,9,9,9
2,2,1,6,6,6,11,12,8,8,8
3,2,4,4,6,12,12,12,7,7,8
4,2,2,4,4,4,10,12,10,7,8
5,3,3,3,3,3,10,10,10,7,7
