,0,1,2,3,4,5,6,7,8,9
0,1,1,4,4,4,4,4,9,9,9
1,1,1,5,5,5,12,12,10,10,9
2,1,2,5,6,5,12,10,10,8,9
3,2,2,2,6,12,12,10,8,8,8
4,3,2,6,6,6,11,11,11,7,8
5,3,3,3,3,11,11,7,7,7,7
