,0,1,2,3,4,5,6,7,8,9
0,1,1,1,5,6,10,10,10,10,8
1,1,2,1,5,6,6,6,10,9,8
2,2,2,2,5,12,12,6,9,9,8
3,3,2,4,5,5,12,12,9,7,8
4,3,4,4,4,11,11,12,9,7,8
5,3,3,3,4,11,11,11,7,7,7
