,0,1,2,3,4,5,6,7,8,9
0,1,4,4,5,5,5,11,10,10,8
1,1,1,4,4,5,11,11,11,10,8
2,1,2,2,4,5,6,11,10,10,8
3,1,2,3,6,6,6,9,9,9,8
4,2,2,3,12,6,9,9,7,7,8
5,3,3,3,12,12,12,12,7,7,7
