,0,1,2,3,4,5,6,7,8,9
0,1,4,4,4,4,12,12,8,8,8
1,1,1,1,4,5,12,12,8,10,7
2,1,2,5,5,5,11,12,8,10,7
3,2,2,5,6,11,11,11,10,10,7
4,3,2,2,6,6,11,9,10,9,7
5,3,3,3,3,6,6,9,9,9,7
