,0,1,2,3,4,5,6,7,8,9
0,1,1,1,6,6,12,12,12,9,9
1,1,2,1,5,6,12,12,10,10,9
2,2,2,2,5,6,6,10,10,8,9
3,3,2,5,5,5,11,10,8,8,9
4,3,4,4,4,11,11,11,11,8,8
5,3,3,3,4,4,7,7,7,7,7
