,0,1,2,3,4,5,6,7,8,9
0,1,1,1,6,6,9,9,9,9,9
1,1,2,1,5,6,6,8,8,8,8
2,2,2,2,5,6,12,12,11,11,8
3,3,2,5,5,5,12,11,11,7,7
4,3,4,4,4,12,12,11,10,7,7
5,3,3,3,4,4,10,10,10,10,7
