,0,1,2,3,4,5,6,7,8,9
0,1,1,1,4,4,6,6,8,8,8
1,1,2,1,4,6,6,8,8,10,7
2,2,2,4,4,6,12,10,10,10,7
3,3,2,5,5,12,12,12,9,10,7
4,3,2,5,5,11,12,9,9,9,7
5,3,3,3,5,11,11,11,11,9,7
