,0,1,2,3,4,5,6,7,8,9
0,1,1,1,1,5,11,11,9,9,9
1,1,2,5,5,5,11,11,11,10,9
2,2,2,5,4,12,12,10,10,10,9
3,2,4,4,4,6,12,12,8,10,8
4,2,3,4,6,6,6,12,8,8,8
5,3,3,3,3,6,7,7,7,7,7
