,0,1,2,3,4,5,6,7,8,9
0,1,4,4,4,4,4,11,10,10,10
1,1,1,1,6,6,11,11,11,9,10
2,2,2,1,5,6,6,11,9,9,10
3,2,5,5,5,12,6,8,8,9,9
4,2,2,3,5,12,12,7,8,8,8
5,3,3,3,3,12,12,7,7,7,7
