,0,1,2,3,4,5,6,7,8,9
0,1,1,1,6,10,10,10,10,10,9
1,2,1,1,6,6,12,12,9,9,9
2,2,2,2,4,6,6,12,12,8,9
3,3,3,2,4,11,11,12,8,8,8
4,3,4,4,4,5,11,11,11,8,7
5,3,3,5,5,5,5,7,7,7,7
