,0,1,2,3,4,5,6,7,8,9
0,1,3,3,3,3,3,9,9,9,9
1,1,1,5,5,5,11,11,11,8,9
2,2,1,1,6,5,5,11,8,8,8
3,2,4,4,6,6,6,11,10,8,7
4,2,2,4,12,12,6,10,10,10,7
5,2,4,4,12,12,12,10,7,7,7
